word,definition
Back,"Bāєk, adv. Ma ke kua. SYN. behind. Back of the house, ma ke kua o ka hale. 2. Mahope ae."
Back,"Bāєk, v. 1. E haawe; e waha. 2. E ee maluna. To back a horse, e ee maluna o ka lio. 3. E hooemi hope; e emikua."
Lest,O.
Sled,Hee holua.
Circular,adj. Ano poapoe
Circular,n. He palapala hooili laulaha'ku.
Transship,E hoolei ukana mai kahi moku a i kekaki moku ae.
Fright,Puiwa. SYN. alarm; terror.
Price,n. Kumukuai.
Price,v. E ninau i ke kumukuai.
Squall,1. He kikiao; makani mumuku. 2. Alala' o ke keiki.
Compare,E hoohalike.
Bridesmaid,Hoa kokua o ka wahine mare hou.
Soil,Lepo.
Soil,E paele i ka lepo.
Sleeve,Lima lole.
Cram,v. E papaunu; e laiki.
Vicious,"1. Puni i ka ino; haumia. 2. Ino; huhu. A vicious horse, he lio huhu."
Spank,E pai i ke kikala.
Regret,Mamina; minamina; menemene.
Amorous,"Am'o-roŭs, adj. Kuko wahine. SYN. passionate."
Heartsick,Poho' ka manao. SYN. disheartened.
Catalogue,E kakau papa.
Catalogue,Papa kuhikuhi inoa; papa hoike.
Drink,E inu.
Recognition,Ka hoomaopopo ana; ka ike ana.
Slide,"1. E hee holua; e holo pahee. 2. E kaa. A land slide, ke kaa ana o ka lepo."
Cork,Umoki laau.
Thrive,1. E noho kuonoono. 2. E ulu ae.
Means,"n. pi. Kumn. Means of instruction, kumu o ka hoonaauao."
Great,Nui; hanohano.
District,"Apana. District of Kona, apana o Kona."
Quit,"E ho-o'ki; e haalele. Quit the house, e haalele i ka hale."
Tart,adj. Awaawa; awahia.
Extract,v. E unuhi ae; e wehe ae.
Extract,n. 1. He mahele oka olelo. 2. Ka i'-o o kekahi mea.
Gospel,Euanelio.
Neckerchief,Hainaka' a-i
Coordinate,adj. Kulana like.
Cat,Popoki; owao
Bakery,"Bāk'er-y, n. Hale puhi palaoa; hale hoomoa mea ai."
Mutilate,E oki ino; e hoomumuku.
Location,1. Wahi. SYN. place. 2. Ka hoonoho ana.
Fog,He o-hu.
Sinewy,Ikaika; puipui. SYN. strong.
Origin,Ke kumu.
Wealthy,Waiwai; koikoi. SYN. rich.
Overalls,Na lolewawae hana.
Mingle,E kaawili pu; e hui pu.
Energetic,Makaala; noke. SYN. active; vigorous.
Pepper,He laau nioi; he pepa mea hoomiko.
Demonstrate,1. E wehewehe; e hoomoakaka.
Sedate,Noho malie; pihoihoi ole.
Cue,n. 2. Laau pahupahu. 2. Kumu hoala manao.
Butterfly,Pulelehua.
Playmate,Hoa paani.
Lot,1. He pa. 2. He mahele; haawina. 3. He hoailona.
Lot,Kapa uhi.
Along,"1. Come along, e hele mai. 2. Go along, e hele pela."
Prohibition,Ka papa ana; ka hookapu ana.
Presto,adv. Emoole.
Singe,E kuni ko waho i ke ahi.
Rood,Hapa-ha' o ka eka.
Shark,Ma-no'.
Your,"pron. Sing, kou; kau. Pl., ko oukou ; ka oukou."
Inaugurate,1. E hookomo i ka oihana. 2. E hoomaka; hookumu. SYN. to begin.
although,"conj., Ina no paha; oiai.<br> Papa helu loli"
Tether,v. E hoopaa i ke kaula.
Tether,n. Kaula hoopaa holoholona.
Onesided,Kapakahi; ewaewa.
Trousers,Paa lole wawae. SYN. pantaloons.
Look,"1. E nana. SYN. see. 2. Lookfor, e imi; e huli."
Look,Ka nana ana o ka maka.
Masticate,E nau a wall. SYN. chew.
Namesake,He poe inoa like.
Fragile,Hakiwale; palupalu. frail; brittle.
Progenitor,He kupuna.
Mask,He uhi no ka maka; lie uni.
Shot,Poka' pukuniahi. 2. Lu. 3. Ke ki ana i ka pu; ka pana ana i ka pua.
Army,n. He puali koa nui.
Verdure,Ka uliuli o na mea ulu.
Innumerable,adj. Manomano; kiw nikini ; lehulehu.
Bound,Ka lele mama. SYN. spring.
Bound,"1. E lelele. The ball bounds, lelele ke kinipopo. 2. E kau palena; e hai palena. 3. Hele ana. SYN. destined. I am bound for Lahaina, e hele ana au i Lahaina."
Coffin,Pahu kupapau.
Procrastinate,E hookaulua. SYN. put off; delay.
Transition,Ka loli ana mai kau wahi a i kau wahi aku.
Dwell,E noho mau. SYN. reside; live.
Novel,Hou. SYN. new.
Novel,Kaao.
Whir,Leo kamumu. SYN. whiz.
Dive,"E luu i ka wai. Dive headlong, e luu kimo; e kuhoopoo."
Moonlight,Malamalama o ka mahina.
Stepfather,Makuakane kolea.
From,"Mai. From Honolulu, mai Honolulu mai. From Honolulu to Hilo, mai Honolulu aku i Hilo."
Winning,Oluolu.
Copper,n. Keleawe.
Firebrand,n. Momoku ahi; moku ahi.
Statistics,Na helu o kela me keia mea.
Gush,E kahe ino mai.
Settee,Noho koki'. SYN. sofa.
Write,v. E kakau lima; e kakau.
Treaty,"He kuikahi. Reciprocity treaty, kuikahi panai like."
Slate,Papa pohaku; pili pohaku.
Potent,adj. Mana. SYN. powerful.
Stack,"He ahua; puu. Stack of hay, puu mauu maloo."
Stack,E hoo-pu-a'.
Propagate,E hoolaha. SYN. disseminate.
Include,E helu pu.
Actual,See Real
Fit,"n. 1. He mai. 2. Ka pilipono. A perfect fit, he aahu pili pono loa i ke kino puliki."
Fit,v. 1. E hoo-ku-ku lole. 2. E hoo-kupono.
Twitter,Ka walaau o ka manu.
Law,Kanawai.
Vigorous,"1. Ikaika; makaala. SYN. strong; energetic. 2. Vigorous in growth, koii; slow in growth, ko-i'."
Tusk,Niho nui loloa.
Disagreement,1. Ka lokahi ole; ka mokuahana. 2. Ke kupono ole.
Sharpen,E hookala; e hana a oi.
Bolt,n. He makia; hao hoopaa puka; he lou.
Bolt,"v. 1. E mahuka. The thief bolted, mahuka aku nei ka aihue. 2. Bolt the door, e lou i ka puka."
Intention,Manao; manao e mamua.
Pneumonia,He wela ma ke ake mama.
Improve,"1. E holo mua. 2. E hoopaa pono. Improve the time, e hoopaa pono i ka manawa. 3. E apo. Improve the opportunity, e apo i ka wa kupono. SYN. seize. 4. E kola aku l ka maikai."
Observation,"1. Noonoo pono; haka pono. A man of observation, he kanaka haka pono. 2. He olelo. SYN. remark."
Bonnet,n. Papale wahine.
Car,Kaa alanui hao.
Rank,1. Hauna. SYN. strong. 2. Ulu nui; hihi.
Rank,n. He kulana; he papa.
Rank,v. E ku ma ke kulana.
Rank,adj. 1. Hauna. SYN. strong. 2. Ulu nui; hihi.
Fullness,Ka piha ana.
Adhere,"1. E kupaa: standfast. Adhere to the truth, e kupaa i ka oiaio. 2. E pili paa; e pipili. SYN. stick. Glue adheres to wood, pipili ke gelu' i ka laau."
Fist,n. Puulima.
Dye,E hooluu lole; e kupena.
Tempt,v. E hoowalewale; e hoao.
Pet,1. He milimili; punahele; pokii. 2. Nunuha. SYN. pout.
Box,Pahu.
Box,E mokomoko; palepale'.
Diurnal,I kela me keia la. SYN. daily.
Oath,Olelo hoohiki.
Scamp,Mea hana apiki. SYN. knave.
Skull,Ka pu-niu; iwi poo.
Courageous,adj. Maka'u ole. SYN. bravely.
Experience,Ka ike i loaa mamuli o ka hana; he ike iho.
Heathen,He pegana.
Passage,"1. Ka hele ana; ka holo ana; kaleleana. 2. Ka hoeholo loa'na. Passage of a bill, ka hooholo loa'na o ka bila. 3. He olelo. Passage in the book, he olelo iloko o ka buke."
Usury,Hoopukapuka ino i ke dala.
Zone,"n. He kaei. SYN. belt. Torrid Zone, Kaei Wela. North. Temperate Zone, Kaei Olu Akau. South Frigid Zone, Kaei Anu Hema."
Pint,Paina; hapaha kuata.
Depth,Hohonu; poopoo.
Document,Palapala hoike.
Knead,"E lomilomi. Knead dough, e lomilomi palaoa."
Fireproof,adj. Pau ole i ke ahi.
Because,"conj. 1. No ka mea. I gave to him because he was needy, ua manawalea a'u iaia, no ka mea ua nele oia. SYN. inasmuch. 2. Oiai. You cannot go because you are sick, aole hiki ia oe ke hele, oiai ua mai oe. SYN. since. 2. No. We cannot go because of I he rain, Aole hiki ia kakou ke hele, no ka u-a."
Prescription,n. Olelo kuhikuhi laau lapaau.
Me,pron. Ia'u.
Suck,E omo.
Warning,1. Olelo ao. SYN. admonition. 2. Olelo kukala. SYN. notice.
Spouse,Mea i mare; ka wahine paha o ke kane mare; ke kaue paha o ka wahine mare.
Partaker,Mea komo pu.
Gift,1. He makana. SYN. present. 2. He ike. SYN. talent; quality.
Token,He hoailona. SYN. symbol; sign.
Peddle,E piele; e maau'auwa'.
Beloved,"Be-lȯv'ed, adj. Aloha nui ia; hiwahiwa; halialia. SYN. cherished."
Topography,Kaha kii aina.
Merry,Olioli; lealea. SYN. gay.
Incomparable,Lua ole.
Anchor,"Ăn'єhor, n. He heleuma."
Frequent,1. E makaikai pinepine; 2. E hele mau.
Frequent,Pinepine. SYN. common.
Story,"1. Kaao. SYN. narrative. 2. Papa oluna o ka hale. Second story, papa elua oluna."
Swarm,"n. Huhui. Swarm of bees, huhui nalo meli."
Vice,1. Hewa; hala; ino. 2. He uma.
Vice,Ma ka hakahaka.
Atonement,n. Ke kalahala.
Weather,"Wa. Good weather, wa maikai."
Weather,"E lanakila; Weather the gale, e lanakila maluna o ka ino."
Whiten,E hana a keokeo.
Corps,"He poe; he papa; a corps of teachers, he papa kumu."
Seer,He kaula. SYN. prophet.
Atmosphere,n. Ka lewa; ke ea.
Illegally,Me ke kanawai ole. SYN. unlawfully.
Clean,1. E hoomaemae. 2. E kaheu. Clean out weeds.
Gabble,"E walaau wale, me he mau keko la. SYN. jabber."
Ballot,"Băl'lot, n. He balota; he pepa koho."
Ballot,"Băl'lot, v. E koho balota."
Clever,Loea; akamai; noeau. SYN. skillful; ingenious.
Bile,"Bīle, n. Lena."
Grasping,Alunu; puniwaiwai.
Tune,Leo mele.
Tune,E hoomakaukau i na mea kani.
Raze,v. E hooauhuli; hoohiolo. SYN. demolish.
Uninterested,Molowa ma ka naau.
Past,Wa i hala.
Jealous,Lili; kekeue.
Store,Hale kuai; he waihona.
Handwriting,Ke kakau lima.
Crave,"v. 1. E iini nui. To crave food, e iini nui no ka ai. 2. E noi haahaa. SYN. beseech."
Find,"v. 1. E loaa mamuli o ka imi. 2. Ike. SYN. see. I find I cannot come, maopopo i'au aole au e hiki ana."
Belly,"Bĕl'ly, n. Opu."
Fell,"v. 1. E kua. SYN. cut down. Fell a tree, e kua i ka laau. 2. E kulai. SYN. knock down."
Fell,adj. Lokoino; mainoino. SYN. cruel.
Ship,Moku; moku kiakolu.
Ship,"1. E hooili ukana maluna o ka moku. 2. Ship a sea, e popoi ke kai maluna o ka oneki moku. 3. E kepa; hoolimalima kumakahiki."
Cake,Palaoa ono.
Relish,"E ono. Relish food, e ono ai."
Millstone,Pohaku wili palaoa.
Wretched,"adj. 1. Kaumaha; luuluu. SYN. miserable. 2. Inoino. A wretched reader, mea heluhelu inoino."
Fisherman,n. Kanaka lawa-i'-a.
Tobacco,Baka.
Untie,E wehe i ka nipuu.
Foul,1. Haumia; pelapela. 2. Kolohe. SYN. villainous.
Dot,Kiko.
Entrance,1. Ke komo ana. 2. Kahi e komo ai.
Entrance,E hoohoihoi; hoohauoli. SYN. enrapture.
Melt,v. E hoo-heehee.
Possess,E loaa; e loaa ponoi.
Unbelieving,Manaoio ole; hoomaloka.
Brig,Moku kialua me na pea kuea ma na kia elua.
Kindle,Ea; hoo-a'; e kuni.
Punishment,Ka hoopai.
Cultivator,n. 1. Kanaka mahiai. 2. He oo palau liilii mea mahi.
Garrulous,Walaau wale.
Shun,E haliu aku; e alo'.
Blush,v. E palaimaka; pii ka ula i ka papalina.
Infantry,n. Poe koa hele wawae; koa kani wawae.
Scholarship,1. Ka makaukau o ka ike. 2. He kulana kokua ma ke kula.
Employment,Hana; oihana. SYN. business; occupation.
Unfasten,E wehe.
Help,E kokua. SYN. assist; aid.
Return,1. E huli; e hoi hou. SYN. come back. 2. E hoihoi. SYN. bring back; fetch back.
Sorrowful,Kaumaha; luuluu.
Draw,1. E huki; e kauo. 2. E kakau kii. 3. E ume. SYN. attract.
Fry,E parai.
Mercantile,"Kalepa. Mercantile community, ka poe kalepa. SYN. commercial."
Leather,lli hooluia.
Binder,"Bīnd'er, n. 1. Mea e paa ai. 2. Mea humuhumu buke."
Plate,"1. Pa. 2. Timber plate, lohelau."
Loosen,"1. E hooluolu ; hooalualu. Loosen the jib sheet, e hoo alualu i ke kaula pea ihu. 2. E hoopalupalu. Loosen the soil, e hoopalupalu i ka lepo. 3. E hemo; e wehe ae."
Technical,adj. Pili pono i kekahi ike a hana paha.
Honor,"1. Ke ano hoopono. A man pf honor, he kanaka hoopono. 2. Hanohano. His Honor, ka mea hanohano. 3. I have the honor, ili ia'u ka hanohano."
Honor,1. E haawi i ka hanohano; e hoo-hanohano. 2. E malama. SYN. obey.
Undo,1. E wehe hou ae. 2. E hookahuli i ka mea i hana ia.
Flea,n. Uku lele.
Caricature,Kii hoomakeaka.
Living,Na loaa i lawa no ka noho ana. SYN. support. E lawa ka loaa no ka noho'na.
Directory,1. Buke kuhikuhi i kela me keia mea. 2. He poe luna hooponopono.
Assess,"v. E auhau; e helu. He is assessed for the school tax, auhauia (heluia) oia no ka auhau kula."
Motto,Olelo hoopili.
Sigh,Leo uhu'.
Restless,Uluku'; haulani; hiaa.
Farm,n. He mahina ai.
Farm,v. E mahi-ai.
Consecrate,v. E hoolaa.
Colony,He panalaau; he poe i haalele i ko lakou one hanau e noho loa ma ka aina e.
Clamorous,Walaau nui; wahakole; wahapaa.
Livelihood,Oihana e pono ai ka noho ana.
Tidy,Aulii; maiau; hiehie. SYN. neat.
Beneficial,"Ben-e-fi'çial, adj. Pomaikai."
Course,"n. 1. He ala. A chosen course, he ala i kohoia A race course, he ala kukini lio. 2. He au; he wa. The course of time, ke au o ka manawa. 3. Watercourse, be auwai."
Plank,Papa manoanoa.
Bony,adj. Paapu i na iwi; iwiiwi.
Lower,E hoohaahaa; ehookuu iho.
Lower,1. Epoulimai. 2. E hakuinakuma. SYN. frown.
Cunning,"adj, Maalea. SYN. crafty; artful."
Walk,"1. E hele wawae. 2. Walk stealthily, e amio."
Walk,Ka hele malie ana ma ka wawae. 2. He ala mawaena o ke kihapai. 3. He holoholo.
Weld,E hookui pu i na mea metala.
Petition,He noi; palapala noi. 2. Palapala hoopii.
Hospitable,Ano kipa.
Accurate,Pololei loa. SYN. exact.
Diocese,Ke kihapai o ka bihopa.
Reed,1. He ohe; ohe kani. 2. He naku; akaakai. SYN. rush.
Dismiss,E hookuu.
Tongs,Upa' ahi.
Octagon,"Huina lehulehu, aoao ewalu."
Stalwart,Ikaika; puipui. SYN. strong.
Plait,E ulana. SYN. braid.
Epoch,He wa kaulana.
Paw,Wawae o ka ilio; popoke; a me na holoholona o ia ano.
News,Nu hou.
Hole,He puka; he lua.
Vex,E hoonaukiuki; hoouluhua. SYN. tease.
Transform,E hoo-ano e; hoo-malule.
Nation,Lahui; aupuni
Encourage,E hoolana manao; e hoohoihoi.
Decay,v. E popo.
Decay,n. 1. Ka emi ana; ka nawaliwali ana. 2. Ka popo.
Decay,E popo.
Decay,1. Ka emi ana; ka nawaliwali ana. 2. Ka popo.
Merit,Kumu mahalo.
Merit,E pono ke loaa.
Custodian,n. Kahu malama.
Saucer,Pa kiaha.
Indifference,n. Ka palaleha; hoomaloka; manao ole aku.
Bubble,Hu'a o ka wai.
Whip,1. Laau hahau; laau hili. 2. Luna akoakoa i na hoa o ka ahaolelo o Beritania no ke koho ana.
Whip,E hili; e hahau.
Purity,Ka maemae.
Comic,Hoakaaka.
Remedy,1. He mea e pono ai. 1. Mea e pakele ai. 3. Lauu lapaau.
Remedy,"E hooponopono. Remedy a mistake, e hooponopono i ke kuhihewa."
Skirt,1. He pa-u'. 2. Lepa o ka aahu.
Skirt,"1. E waiho paapu. Rocks skirt the shore, waiho paapu na pohaku ma kahakai. 2. Ku puuluulu. Trees skirt the river bank, ku puuluulu ua kumulaau ma kapa muliwai."
Skirt,He pa-u'. Lepa o ka aahu.
Strainer,Kanana no ka mea wai.
Virginity,Ka noho ana wahine puupaa.
Affair,"Hana. A disgraceful affair, he nana hilahila."
Trouble,Pilikia.
Ceremony,"He loina; he hana hoonohonoho; hana hookapukapu; hana pili i ka hoomana. Ceremony of laying the corner stone, hana hoonohonoho pohaku kumu o ke kihi."
Inflammation,n. He pehu; he wela ma ke kino.
Curl,"v. E milo. A curl of hair, he milo lauoho."
Semicolon,Kiko-koma.
Lawsuit,He hoopii kanawai.
Fringe,Lihilihi lole.
Insolent,Mahaoi; pakike'.
Proof,"1. Olelo hooia; ka hooia ana. 2. He pai mua, i mea hooponoponoia."
Proof,"Paa. Water proof, paa i komo ole ai ka wai."
Decomposition,n. Ka popopo; ka palaho.
Forget,E poina; e hoo-poina.
Intermediate,Moe ana mawaena.
Pail,Bakeke.
Decoy,v. E hoohalua; e hoopunihei.
Decoy,n. He halua; he pahele.
Decoy,E hoohalua; e hoopunihei.
Decoy,He halua; he pahele.
Soap,Sopa.
Quality,"1. Ano. A good quality, he ano maikai. 2. Kulana kiekie."
Diploma,"1. Palapala hoohanohano. 2. Palapala apono, mai ke kula nui mai."
Nude,Olohelohe; kapa ole. SYN. naked.
Faultless,adj. 1. Hewa ole. SYN. perfect. 2. Kina' ole. SYN. unblemished.
Rumor,He lono wale.
Lavish,Pakela; mauna; maunauna. SYN. prodigal; wasteful.
Target,n. Papa ki poka.
Dove,Manu nunu.
Horrible,Eehia; weliweli ka ino. SYN. dreadful.
Stab,E hou i ka pahi; i ka mea oioi paha.
Hug,"1. Ehii; e puliki. 2. Hug a shore, e holo piii aina."
Fertile,"adj. 1. Momona; hua nui. Fertile soil, lepo momona. 2. Makaukau. SYN. ready. Fertile in expedients, makaukau ma na ano o ka hana ana."
Stratagem,Hana hoohalua; hana hoopunihei.
Varnish,Vaniki; wai hoohinuhinu.
Varnish,E hamo i ka vaniki.
Faith,n. He paulele; manaoio.
Dubious,Maopopo ole. SYN. doubtful.
Boss,He haku hana: he luna hana.
Boss,E hookikina; hoounauna.
Absolute,"1. Loa. Absolute power, mana loa. Absolute perfection, hemolele loa. 2. Keakea ole ia. Absolute promise, olelo paa i keakea ole ia. SYN. unconditional."
Minor,He keiki ma ke kanawai.
Minor,Emi iho; uuku iho.
Race,"1. He kukini; heihei. 2. He mamo. The five races of mankind, na mamo elima o kanaka."
Twin,Mahoe.
Bottom,Ko lalo loa; ka papa ku.
Skewer,"He o, mea hoopaa i'-o no ka pulehu ana."
Windward,Manai.
Imbecile,Lola; lolo.
Stump,Kumu i koe.
Vertigo,Nenewa; poniuniu.
Supple,Alu; loeloe; napenape.
Flash,v. 1. E anapu; e huila. 2. E kanapi. Flash in the pan.
Rosy,Omeomeo. SYN. roseate.
Lake,Lokowai nui.
Woe,He popilikia nui kaumaha nui.
Gain,1. Waiwai puka. 2. Pomaikai.
Gain,"1. E puka. 2. To gain a point, e ko i ka makemake"
Crazy,adj. Pupu'le; ula'la.
Pivot,He pine mea e kaa ai.
Necessary,Ku pono i ke ola kino. SYN. indispensable. 2. Kupono
Conduct,n. Ke ano o ka hana ana; ka noho ana. SYN. behavior.
Conduct,v. E alakai; SYN. lead.
Remunerate,E uku; e hoihoi i ka poho'. SYN. recompense.
Subtraction,He hoolawe; he unuhi.
Solitary,1. Mehameha. SYN. lonely. 2. Neoneo. SYN. unfrequented.
Ride,E hooholo.
Sternum,Iwi umauma.
Antagonist,"An-tag'o-nĭst, n. 1. He enemi. 2. He hoa paio."
Toil,E kamau hana.
Tepid,adj. Pumahana.
Central,Waena konu.
Tomato,Ohia haole.
Song,He mele. SYN. hymn; ballad.
Sermon,He haiao.
Seize,E apo; e hopu.
Reporter,Mea kakau hunahuna mea hou no ka nupepa.
Rare,adj. 1. Ike pinepine ole ia; milimili. SYN. choice. 2. Moa iki. SYN. underdone.
Scaly,Paa i na unahi.
Storyteller,He kukahekahe.
Sacrament,Ahaaina a ka Huku.
Frown,He hookue maka.
Frown,E hoomaku'e.
Island,Mokupuni.
Dash,"v. 1. E paki'. Dash to the ground, e paki i ka lepo. 2. E poi; popoi. Waves dash on the shore, popoi na nalu ma kahakai. 3. E holo ino. Dash madly on, holo ino aku. 4. E kakau hikiwawe. Dash off a sermon, e kakau hikiwawe i ka haiao. 5. Dash to pieces, e wawahi liilii."
Dash,"n. 1. Kaha maha. 2. He kui ana o na kino elua. SYN. crash. 3. He lele hikiwawe; holo hikiwawe. SYN. onset. To cut a dash, e hookahakaha."
Verify,E hooia; e hooiaio. SYN. confirm.
Calabash,"He umeke. Water calabash, hue wai."
Mystery,Mea pohihihi; mea eehia.
Child,n. He keiki; kama; pokii.
Victory,Ka lanakila. SYN. triumph.
Servant,He kauwa ; mea lawelawe.
Abstain,E hookaawale aku; e hookaaokoa'ku. SYN. refrain; forbear.
Brake,"Mea hoopaa huila, i ole holo ino ke kaa."
Apostrophe,"A-pŏs'tro-phe, n. 1. He kaha (') e hoike ana ua haule kekahi hua olelo. 2. He kamailio pololei aku i kekahi mea iloko o ka haiolelo. An apostrophe to the ocean, he kamailio pololei i ka moana."
Pauper,Mea ilihune.
Melody,n. He leo mele; mele olioli.
Soot,Lepo uahi.
Confer,v. 1. E haawi. SYN. bestow. 2. E kuka' pu. SYN. advise.
Sandstone,Pohaku oneone; he papaakea.
Actually,"SYN. really. It is actually so, pela maoli no."
Preach,v. E hai-olelo.
Meat,"adj. I'o. 2. He ai o kela me keia ano. Meat and drink, na mea ai me na mea inu."
Crowd,n. He puulu.
Crowd,"v. E hoo-ke'; e kupiliki. To crowd together; rush together, e lulumi."
Carrot,Karoke; mea ulu.
Architect,He kanaka kukulu hale.
Poke,E hou.
Seat,"1. He noho. SYN. chair. 2. Ke kikala. 2. Kahua. A seat of learning, kahua hoonaauao."
Betray,"Be-trāy', v. E kumakaia."
Betray,E kumakaia.
Son,Keiki kane.
Entry,SYN. entrance.
Storm,He ino; makani me ka ino.
Prone,1. Moe alo ilalo. 2. Maa; walea.
Lump,He puu.
Breakfast,Aina kakahiaka.
Listen,E hoolohe; e haka pono.
Delirious,Auwana o ka noonoo; pupule.
Presently,adv. Kokoke. SYN. soon; shortly.
Salesman,Kanaka kuai; kupakako.
Ladle,Kiaha au loihi; puna au loihi.
Canary,Manu kanari.
Knowledge,Ike.
Time,E haawi i manawa; e kakau i ka manawa.
Time,1. Manawa; wa. 2. Keia ao.
Noise,Walaau; kamumu.
Peck,Peka; hapa-ha o ka busela.
Peck,E kiko.
Subordinate,"Malalo iho subordinate position, he kulana malalo iho."
Warmth,Ka mahana; ka pu-mahana; ke ano hoihoi.
Stunted,A-a'; i-i'i.
Emblem,He hoailona; he ouli. SYN. symbol; sign.
Mighty,Mana; ikaika; nui. SYN. powerful.
Binnacle,"Bĭn'na-єle, n. Ka pahu panana maluna o ka moku."
Secure,1. Paa. 2. Malu; lulu.
Spell,1. E hookuikui hua; e pela. 2. E hoomaha mai.
Spell,He manawa iki; he wa.
Cartilage,Kumukumu; ka pilali iwi na ami.
Suspect,E manao hoohuoi.
Ward,1. Keiki hanai. 2. He apana maloko o ke kulanakauhale. SYN. precinct. 2. Keena o ka hale mai.
Ground,Lepo; honua. 2. Kahua. SYN. foundation.
Ground,"Ili; mau. The boat has grounded, ua ili ka waapa."
About,"Aneane; kokoke. He is about to go, kokoke ia e hele. About a thousand, aneane he tausani. SYN. nearly."
About,"1. Ma kauwahi. SYN. near. He is about the house, aia ia ma kauwahi o ka hale. 2. Ma; I am about my work, eia au ma ka'u hana."
Tenon,n. Ule papa.
Affection,"1. He aloha. 2. He mai. Affection of the heart, he mai e pili ana i ka puuwai."
Know,E ike ma ka naau; ehoomaopopo.
Residence,Wahi noho paa.
Exceedingly,"Loa. Exceedingly small, makalii loa. Exceedingly great, nunui loa.<br> Papa helu loli"
Beware,"Be-wâre', v. E kiai pono: e makaala. SYN. take care; be cautious."
Beware,E kiai pono: e makaala. SYN. take care; be cautious.
Correct,Pono; pololei.
Correct,1. E hooponopono. 2. E hoopai. SYN. punish.
Variable,"Lauwili; loli wale. SYN. changeable. 2. Variable as wind, pahili; lauwili."
Majestic,Ihiihi; kamahao.
Terror,n. Kumu hooweliweli; weliweli; eehia.
Pregnant,adj. 1. Hapai. 2. Paapu; piha. SYN. full.
Bean,n. He papapa.
Copyright,Ke kuleana iloko o ka buke; he pono a ke aupuni i haawi i ka mea kakau buke.
Fleece,n. Hulu o ka hipa.
Fleece,v. E pakaha.
Security,1. Maluhia; ka hoopaa ana. 2. Waiwai hoopaa; palapala hoopaa.
Incline,1. E hi-o'. 2. E hilinai.
Compassion,"adj. Aloha menemene. SYN, sympathy; fellow-feeling."
Completion,Ke ko ana; Ka pau pono ana. SYN. fulfillment; accomplishment.
Morning,Kakahiaka.
Spokesman,He waha-olelo.
Vent,"1. Puka hookahe; kahi e hemo ai. 2. Ka hoopuka ana. To give vent to feelings, e hoopuka manao."
Festoon,n. He lei no ke keena.
Festoon,v. E kahiko ke keena i na lei.
Plantation,"Mahina ai. Sugar plantation, mahi ko."
Principle,"n. Loina; oiaio; mole. A man of principle, he kanaka kupaa ma ka oiaio."
Fool,He ai-a'; he kanaka lapuwale.
Fool,E epa; e hoopuniwale.
Halloo,E o! leo kahea.
Germ,He mole; he kumu.
Foolish,Naaupo; lapuwale.
Paragraph,He pauku olelo.
Dawn,n. Ke alaula; ka moku ana o ka pawa. SYN. daybreak.
Sparingly,"1. Pakiko. Eat sparingly, e ai pakiko. 2. Aua. Give sparingly, e haawi me ka aua."
Till,Pahu liilii waiho dala.
Till,E mahi i ka aina. SYN. cultivate.
Till,A hiki i ka manawa. SYN. until.
Rascal,n. Kanaka kolohe; kanaka apiki.
Monitor,Kumu-ao.
Smear,E hoohapala. SYN. daub.
Chariot,n. Kaa holo kaua; kaa kaua.
Violin,He pila; violina.
Hasten,1. E awiwi; e hikiwawe. 2_. E hoohikiwawe.
Namely,Oia hoi.
Extort,"v. 1. E alunu. Extort money, e alunu dala; e pakaha. 2. E kaohi. To extort a confession, e kaohi i olelo ae."
Circus,n. Keaka lio.
Noble,He alii
Noble,Hanohano; mahaloia; hoopono. SYN. illustrious; honorable.
Through,"and prep. 1. Through the garden, mawaena o ke kihapai. 2. Through the country, mai kahi pea a i kekahi pea o ka aina. 3. Pau. Through eating, pau ka ai ana."
Peasant,He makaainana.
Clap,"1. E pai. Clap hands, e pai lima. 2. Clap of thunder, he kui hekili."
Predict,v. E wanana; hai e mamua. SYN. foretell.
Creation,"n. 1. He hana; mea i hanaia. A creation of the mind, he mea i hana ia e ka naau. 2. Ke ao nei. 3. Na ao a pau. Creation's God, Ke Akua o na Ao a pau."
Adjacent,E waiho kokoke ana; pili pu ana. SYN. adjoining.
Mire,Lepo kelekele; nenelu.
Overhang,E kau pono maluna'e o ke poo.
Talebearer,n. Holoholo olelo.
Flute,Ohe puhi.
Pew,He noho ma ka luakini.
Stew,E knpa ai.
Stew,Ai i kupa pu ia.
Pentagon,Huina aoao elima.
Ulcer,Mai puha'; aai.
Cradle,n. 1. He moe paipai no ke keiki uuku. 2. Pabi manamana oki palaoa.
Abundant,Lawa pono; nui wale.
Distant,"1. Ma o loa. 2. Distant in manner, kapukapulani."
Ambush,He pahele; he wahi hoohalua.
Increase,1. E hoomahuahua; e nui ae.
Increase,n. Ka hua; ka nui ana mai; ka mahurthuaana.
kahua,"n o ka oihana kalepa. He kahua. Railroad station, kahi e ku ai na kaa alanui hao. Station house, halewai. Kulana. SYN. standing."
Widen,E hoo-akea; e hoopalahalaha.
Dose,He mahele laau inu.
Dose,E hoohainu i ka laau.
Gay,1. Lealea; olioli. SYN. merry. 2. Nani; maikai loa. SYN. fine.
Relationship,Ka pili koko; ka pili.
Exchange,E haawi panai; e panai.
